name,city,country
Flying 'T' Ranch Airport,Caddo Mills,US
Lynn Airport,Newburg,US
Lantana Ridge Airport,Goliad,US
Icy Bay Airport,Icy Bay,US
Naylor Field,Naylor,US
Montezuma Airport,Camp Verde,US
Willow Pond Aviation Inc Airport,Fayetteville,US
Ancam Antique Airfield,West Burlington,US
Resler Airport,Churubusco,US
Charlie Bravos Airport,Dry Ridge,US
Self Forward Landing Strip,Leesville,US
Neiner Airport,Manteno,US
Estcourt Airport,Estcourt,US
Pritchett Field,Rolla,US
Nichol Airpark,Holly Springs,US
N Bar Ranch Airport,Grass Range,US
Double S Airport,Red Oak,US
Hoyt Airport,Mc Cook/Culbertson,US
Riveredge Airpark,Central Square,US
Four Seasons Airport,Reading,US
Nelson Ranch Airport,Maupin,US
Walnut Grove Airport,Mount Joy,US
Sexton Airport,Newberry,US
Ferraraccio Field,Clarksville,US
Silverhorn Ranch Airport,Freer,US
Flying W Airport,St. Paul,US
Key Way Airport,Stevenson,US
Erickson Field,Prairie Farm,US
Draggintail Acres Airport,Maypearl,US
Dallas Bay Sky Park Airport,Chattanooga,US
Crevice Creek Airport,Crevice Creek,US
Crosswind Lake Airport,Crosswind Lake,US
Kenai River Airpark,Soldotna,US
Talachulitna River Airport,Skwentna,US
Talaheim Airport,Skwentna,US
Tri-L Acres Airpark,Columbiana,US
Elsanor Airport,Robertsdale,US
Berry Field,Loxley,US
Moore Field,Moody,US
Walls Airport,Coy,US
Taylor Airstrip,Des Arc,US
Mcalister Airpark,Marble,US
Cherokee Strip,Gentry,US
Diamond Bluff Airport,Greers Ferry,US
Country Air Estates Airport,Lonoke,US
Bishop Airfield,Mobile,US
Kirkland Valley Airport,Kirkland,US
Skyline Air Ranch Airport,Sierra Vista,US
Willow Springs Ranch Airport,Bullhead City,US
On The Rocks Airport,Alpine,US
Reed International Airport,Nunn,US
Reck Airstrip,Platteville,US
Eagle Soaring Airport,Steam Boat Springs,US
Little Buttes Antique Airfield,Lancaster,US
Ancient Valley/Pontious Airport,Mojave,US
Williams Ranch Airport,Norwood,US
Bellmore Farms Airport,Nunn,US
Clifford Field,Olathe,US
Melon Field,Rocky Ford,US
Everitt Airport,Parker,US
Mckeown Airport,Middletown,US
Post Oak Ranch Airport,Crystal River,US
Pine Island Airport,Fort Myers,US
Villa Char Mar Airport,Fort Meade,US
Corkscrew Trace Airpark,Estero,US
Eagle Neck Airport,Shellman Bluff,US
Flying N Estates Airport,Luthersville,US
Grand Oaks Plantation Airport,Sasser,US
South One Ten Airport,Nashville,US
Aerie Airport,Monroe,US
C & W Air Park,Woodland,US
Answered Prayer Airport,Franklin,US
Flying D Airport,Concord,US
Daystar Strip,Patterson,US
Hay Field,Madison,US
Waverly Landing Airport,Waverly Hall,US
Beaux Ranch Field,Sandpoint,US
Oasis Airpark,Boise,US
Fairbanks Airfield,Eden,US
Simko Field,Inkom,US
Webster Airport,Homer,US
Van De Mark Airport,Culver,US
Barnstorm Field,El Paso,US
Flight Park Inc Airport,Millstadt,US
Holland Field,Mc Lean,US
Shearer Airport,Lewisville,US
Confer's Place Airport,Arcola,US
Robinson Airpark,Elizabeth,US
Bottoms Brothers Airport,Somerville,US
Cottingham Airport,Pine Village,US
Lee Farms Airport,Marion,US
Triple Creek Airport,Bement,US
Cribbet Airport,Blue Mound,US
Mahogany Mtn Airport,Silver Lake,US
Cochran Airport,Richmond,US
Risky Airport,Easton,US
Leo's Place Airport,Riley,US
Prichard Airstrip,Enterprise,US
Silers Plane Valley Airport,Salina,US
Buehler Airport,Scott City,US
Belleair Airport,Bonner Springs,US
Jordan Hill Farm Airport,Richmond,US
Triche Field,Hahnville,US
Goose Island Airport,Hayes,US
Ellerbe Field,Shreveport,US
Morrow Strip,Morrow,US
Jeff Isl Airport,Lafayette,US
Norfleet Airport,Monticello,US
Justison Airport,Hillsboro,US
Zoomer Field,Sheldon,US
Summerell Airport,Ferriday,US
Unknown Field,Southborough,US
Big Oak Farm Airport,Cambridge,US
Mayberry Run Airport,Westminster/Silver Run,US
Black River Ranch Airport,Onaway,US
Ernie's Field,Hemlock,US
Mckenzie's Landing Airport,Howell,US
Trudeau Airport,Milan,US
Wetherbee Farm Airport,Tenney,US
Hay Acres Airport,Akeley,US
Molnau Airpark,Waconia,US
Sky Harbor Residential Airpark,Webster,US
Windsoar Airport,Windsor,US
Lake Viking Airport,Gallatin,US
Landmark Mfg Corporation Airport,Gallatin,US
Double S Ranch Airport,Grandin,US
Sherlock Field,Gravois Mills,US
Peterson Airport,Goodman,US
"Columbus Afb Aux Field, (Gunshy) Airport",Shuqualak,US
Nine Quarter Circle Ranch Airport,Gallatin Gateway,US
Wood Strip,Elliston,US
Stillwater Airport,Whitefish,US
Bobcat Field,Philipsburg,US
Prill Field,Sand Coulee,US
Wilcox Airport,Billings,US
Medcalf Field,Republic,US
Smitty's Landing Airport,Ridgely,US
Church's Landing Airport,Rushville,US
Carlson Ag Airport,Wendell,US
Gienger/Box Bar Ranch Airport,Streeter,US
Preszler Airstrip,Braddock,US
Delk's Airport,Asheboro,US
Atwell Airport,Mooresville,US
Fletcher's Airport,Elizabeth City,US
Bell Strip,Pollocksville,US
Riley Field,Bunn,US
Arant Airport,Wingate,US
Lonesome Field,Gold Hill,US
Walkinshaw Airport,Argusville,US
Witthuhn Airport,Callaway,US
Sibbernsen Airport,Washington,US
Catalano Airfield,Wilmington,US
Boonville Airpark,Boonville,US
Chenango Bridge Airport,Binghamton,US
Me-Own Airport,Silver City,US
Boyd Field,Henderson,US
Fallon Southwest Airpark,Fallon,US
Richland Airpark,Richland,US
Bashore Airport,Pleasant Hill,US
Mole Airport,Grafton,US
Kepes Flying Field,Springfield,US
Ohio Air Spray Airport,Quincy,US
Dougherty Airport,Bellevue,US
Mather Field,Castalia,US
Lewis Airport,Peebles,US
Stone Airport,New Lebanon,US
Neversweat Airport,Bristow,US
Dave's Place Airport,Kingfisher,US
Entz Home Airport,Hydro,US
Wolfe Field,Bray,US
Entz Oliver Airport,Hydro,US
Grimes Airport,Maysville,US
5B Ranch Airport,Edmond,US
Hankins Airport,Marietta,US
Steciak Strip,Harrah,US
Sunnyhill Airport,North Bend,US
Sunset Airstrip,North Plains,US
Mac Field,Summerville,US
Skyhill Airport,Oregon City,US
Hinaman Acres Airport,Jersey Shore,US
Ridgeview Airport,Kellers Church,US
Wagner Airport,Lewistown,US
Leukhardt's Landing Airport,Mount Pleasant,US
Ickes Airport,Osterburg,US
Wicker & Wings Aerodrome,Trumbauersville,US
Lagniappe Stol Field,Pelzer,US
Gwinn Field,Hopkins,US
Dorsey Ranch Airport,Glad Valley,US
Burke Field,Scotland,US
Turkey Ridge Airport,Hurley,US
Vig Limousin Airport,Faith,US
Drake Farm Airport,White Lake,US
Bogner No Ii Airport,Oelrich'S,US
Area 142 Airport,Moran,US
Vigo Park Airport,Tulia,US
Last Resort Airport,Crockett,US
Thompson Field,Canton,US
Locker Brothers Airport,Muleshoe,US
Briscoes Catarina Ranch Airport,Catarina,US
Zuehl Airport,Marion,US
Flying J Airport,Hearne,US
Kahuna Bay Airport,Howe,US
Rmr Ranch Airport,Franklin,US
Cedar Crest Field,Lebanon,US
Pops Landing Airport,Sparta,US
Wagner Field,Belvidere,US
Paynes Landing Airport,Lynchburg,US
Into The Wind Airport,Seymour,US
Crumley Field,Bristol,US
Laas Farm Airport,Pattison,US
Dentonio Ranch Airport,Carrizo Springs,US
Landers Ranch Airport,Colorado City,US
Indianhead Ranch Airport,Del Rio,US
Middle Fork Ranch Airport,Lampasas,US
Beggs Ranch Airport,Guthrie,US
Laney Farm Airport,Hale Center,US
Muxworthy Airport,Hamilton,US
Hawk Ranch Airport,Hawkins,US
Stirling Farms Airport,Leeds,US
Sabot Airport,Sabot,US
Micro Airport,Stuart,US
Tye River Airport,Lovingston,US
Hazelswart Airport,Chase City,US
Whitehall Farm Airport,Montross,US
Mortimer Brown Landing Airport,Castleton,US
Pilot's Pastures Airport,Winlock,US
Fall City Airport,Fall City,US
Buzzy Field,Evansville,US
Aero Estates Airport,Raymond Township,US
Buzzards Roost Airport,Redgranite,US
Schmidt Ranch Airport,Northport,US
Kettle Moraine Airport,Dundee,US
Danielson Field,Star Prairie,US
Dw Airport,Gustine,US
Sky Acres Airport,Bowie,US
Mikeska Field,Brookshire,US
Flying Armadillo Field,Paige,US
Gloster Aerodrome,Sealy,US
Hackberry Airport,Chatfield,US
Itll Do Airfield,Sandia,US
Dunham Field,Crosby,US
Skye Dance Airport,Elgin,US
Red Sands Ranch Airport,Mason,US
Pinon Ranch Airport,Brackettville,US
Owen Field,Big Lake,US
Rak Airport,Guy,US
Mysterious Valley Airport,Pope Valley,US
Pratt Airport,Greenville,US
Lake Suzy Estates Airport,Port Charlotte,US
Earl L Small Jr  Field/Stockmar Airport,Villa Rica,US
Hobbes Field,Cumming,US
Harrington Airport,Idaho City,US
Canary's Airport,Franklin,US
Mitek Airport,Winslow,US
Isaacson Airport,Norway,US
Brushy Fork Field,Mcdaniels,US
Verona Landing Airport,Verona,US
K-John Airport,Crowley,US
Dixon Airport,Barlow,US
Prevost Airport,Lambert,US
Iveson Ranch Airport,Gerlach,US
Stafford Airport,Stafford,US
Mosquito Strip,Bristolville,US
Warner's Airport,Redland,US
Lutgen Airport,White,US
Liley Field,Fall Branch,US
Gone With The Wind Airport,Liberty Hill,US
Woodford Airpark,Bowling Green,US
Hawk Ridge Airport,Bedford,US
Harju Airport,Redgranite,US
Klutts Field,Chisholm,US
Montana Creek Airport,Talkeetna,US
Skarda/Tollville Airport,Hazen,US
White Mountain Lake Airport,Show Low,US
Kings Field,Clermont,US
Grame Airport,Troy,US
Southern Helicopters Airport,Baton Rouge,US
Solitude Airstrip,St Francisville,US
Moody Field,Gorham,US
Baker Farm Airport,Licking,US
Blythe Bayou Farms Airport,Walls,US
Harris Runway Airport,Bozeman,US
The Peninsula Airport,Shell Knob,US
Rosenau Airport,Upham,US
Propwash Airport,Kensington,US
Don Kichote-Quixote Airport,Morris,US
Ames Airport,Jefferson,US
Clearwater Airpark,Owensville,US
William Noble Higgins Memorial Aerodrome,Normangee,US
Ambia Farm Airport,Paris,US
Glastar Airport,Stockton,US
Eagles Nest Airport,Cheriton,US
Houston Airpark,Houston,US
Double Tree Farm Airport,Marysville,US
Flying E Airport,Brighton,US
Hidden River Airport,Sarasota,US
Riverside Airport,Plainville,US
Treasure Gulch Airport,Placerville,US
Lewis Airport,Mount Vernon,US
Horseshoe Mound Airport,Galena,US
Spangler Farm Airport,Ft. Wayne,US
Wd Flyers Airport,Simmesport,US
Couvillion Airport,Arnaudville,US
Laura's Landing Airport,Hagerstown,US
Sky Landings Airport,Lucedale,US
Wounded Buck Ranch Airport,Kalispell,US
Flint Ridge Airport,Siler City,US
Withrotor Airport,Lakeview,US
Smith Field,Springer,US
Iron Crown Airport,Silverton,US
Pharmnall Airport,Grandview,US
Larkspur Airstrip,Big Water,US
Southwind Airport,Dodgeville,US
Kissack/Reynolds Airport,Rozet,US
White Stone Ranch Airport,Hico,US
Longhorn Aux Landing Strip,Fort Hood (Killeen),US
Yuknis Airport,Wasilla,US
Classic Airstrip,Jonesboro,US
Moreton Airpark,Wickenburg,US
Aviation Acres Airport,Burlington,US
High Mesa Airport,Rush,US
Full Throttle Farm Airport,Clayton,US
Gyro Town Usa Airport,Wimauma,US
Lt Landing Airport,Dublin,US
Southfork Airport,Feathervlle,US
Jamison Field,Quinter,US
Kentucky Creek Landing Airport,Lindsborg,US
Barnes Farm Airport,Burna,US
Warner-Thunder Hill Airport,Covington,US
Dvoracek Field,Charlevoix,US
High Grove Airport,Preston,US
Shiloh Airpark,Brunswick,US
Smith Farms Airport,Moss Point,US
Waterfall Airport,Bozeman,US
Sean D Sheldon Memorial Airfield,Osceola,US
Windswept Airport,Windsor,US
Alliance Airport,Pittsgrove,US
Long Acre Farms Airport,Macedon,US
Whitfield's East Airport,Fairfield,US
Cedar Acres Airport,Revere,US
Rowland R Airfield,Tom Bean,US
Bertani Ranch Airport,Del Rio,US
Wheatland Airport,Buckingham,US
Willie's Airport,Springbrook,US
El Tejano Airport,Alvin,US
Shorthorn Aux Landing Strip,Fort Hood (Killeen),US
Griffin Ag Airport,Lundell,US
Pleasant Valley Airstrip,Young,US
Boswell Airport,Corcoran,US
Caddoa Creek Airport,Caddoa,US
Bee Field,Jewett City,US
Garcon Field,Milton,US
Isley Field,Cedar Falls,US
Flying Z Ranch Airport,Challis,US
Williams Flying Field,Hartsville,US
Weiss Acres Airport,Viola,US
Pk Field,Prairieville,US
Lambert Airport,Pinckneyville,US
Slip Knot Landing Airport,Windham,US
Mistwood Airport,Camdenton,US
Haggerty Airport,Bozeman,US
Mc Gee Field,Monroe,US
Orr Airport,Lakeside,US
Taildragger Acres Airport,Salem,US
Indian Creek Airport,Lincolnton,US
Reeds Airport,St Paris,US
Spring Hill Airport,Sterling,US
The Farm Airport,Summit,US
Moore Ranch Airport,Centerville,US
Mccutchen Landings Airport,Mertzon,US
Cherrystone Airport,Cheriton,US
Cross-B Airport,San Antonio,US
Skyflight Airport,Fairbanks,US
Honeybee Lake Aero Park Airport,Willow,US
Cedar Creek Ranch Airport,Belleville,US
Mystery Well Ranch Airport,Portal,US
Loma Madera Ranch Airport,Santa Ysabel,US
Lux Field,Hartsel,US
Van Dyke Strip,Pleasant Grove,US
Crystal Lakes Airport,Red Feather Lakes,US
Connells Wahoo Airport,Bushnell,US
Jj's Ranch Airport,Douglasville,US
Virl B Deal Airfield,St. Ansgar,US
Holzwarth Flying Service Airport,Virden,US
Reid-Eash Airport,Howe,US
Wyrill Farming Airport,Kirwin,US
Plane Crazy Airport,Albany,US
Whalen Field,Sudlersville,US
Howard Airfield,St. Johns,US
Cook Airport,Carl Junction,US
Blatter Airport,Glasgow,US
Smith Air Strip,Asheboro,US
Landeis Airstrip,Mandan,US
Presby Field,Franconia,US
Loucks Airport,Hammondsport,US
Dream Catcher Ranch Airport,Pie Town,US
Hammond Airport,Louisville,US
Wildlife Ranch Airport,Comanche,US
Mountain Ridge Airport,Greenville,US
Ferris Airport,Baytown,US
Miller Airfield,Dalhart,US
Chennault Airfield,Cut And Shoot,US
Toddsbury Farm Airport,Aylett,US
Ct Fields Airport,Galax,US
Little Plum Creek Airport,Pepin,US
Headwaters Airport,Fredericksburg,US
Moonbow Field,Waxahachie,US
S.C. Stagner Field,Saraland,US
"Fly ""N"" K Airport",Searcy,US
Marvell West Airport,Marvell,US
Flying Dares Ranch Airport,Aguila,US
Boeckmann Ranch Airport,Wilton,US
Ranchita 2608 Airport,Ranchita,US
Hennessy Airport,Arcadia,US
Little Airport,Summerville,US
Midway View Farms Airport,Correctionville,US
Moose Lodge Airport,Sandpoint,US
Straeter Rla Airport,Highland,US
Ficklin-Airtech Airport,Fairbury,US
Pepperell Airport,Pepperell,US
Van Strien Airport,Lowell,US
Christianson Field,Halstad,US
Hutchinson Airport,Hingham,US
Boonville Airport,Boonville,US
Fleck Airfield,Mandan,US
Darrow Field,Fallon,US
Oakridge Ranch Airport,Eagle Point,US
Ross Airport,Wakeman,US
Pheasant Wings Airport,Sasakwa,US
Kitty-Wompus Airport,Exeland,US
Tatum Ranch Airport,Blanco,US
Johnson Strip Yentna Airport,Skwentna,US
Little Texas Airport,Tuskegee,US
Eagle Roost Airpark,Aguila,US
Holiday Ranch Airport,Apple Valley,US
Sopwith Farm Airport,Pleasant Grove,US
Stanchester Airport,Lithia,US
Wilson Airstrip,Carrollton,US
Oldfield Aero Airport,Keosauqua,US
Huddleston Airport,Filer,US
Gelfius International Airport,Dahlgren,US
Bellamy Farm Airport,Goodland,US
Sullivan Field,Valmeyer,US
Myles Landing Airport,Church Hill,US
Miller Field,Vassar,US
Lake Bronson Airport,Lake Bronson,US
Route 66 Airfield,Carthage,US
Jolly Field,Carthage,US
Overland-Lohse Field,Alamo,US
Hendricks Field,Grant,US
Mohawk Air Park,Schyler,US
C A G Farms Airport,Angier,US
Schaller Airport,Findlay,US
Thomas Landing Airport,Ponca City,US
Van Blarcom Airport,Columbia Cross Roads,US
Sands Hill Airport,Carmine,US
Jc's Airport,Conway,US
Fox River Airport,Rochester,US
Kurt's Field,Poca,US
Sport Flyers Airport,Brookshire,US
Gates Ranch Airport,Glacier View,US
Foshee Airport,Millbrook,US
Henley Aerodrome,Charlotte,US
Sampleys Airport,Aguila,US
Dos Palos Airport,Dos Palos,US
Albanna Aviation Airport,Felton,US
Jim Finlay Farm Airport,Cresent City,US
D Bar C Airport,Dixie,US
Cedar Farm Airport,Laconia,US
Brandon Airdrome Airport,Murray,US
Cannizzaro Field,Southwick,US
Miller-Herrold Airport,Cedar,US
River Ridge Ranch Airport,Welch,US
Pasley Airport,Roscoe,US
Cain Ranch Airport,Lincoln,US
Big Thunder Airport,Clarkson,US
Clayton Airfield,Clayton,US
Dry Pond Airport,Rutherfordton,US
Spaulding Aerodrome,Cassadaga,US
Houk Field,Lyons,US
Pellar Farm Airport,El Reno,US
Parrett Mountain Airport,Newberg,US
Boyer Airport,Wernersville,US
Duval County Ranch Company Airport,Freer,US
Midlake Airport,Elmendorf,US
Left Wing Low Airport,Bynum,US
Lehman Airport,Vernon,US
Robert L Delanoy Airport,Vancouver,US
Rutherford Airport,Arkansaw,US
Remington Field,Delta Junction,US
Miller's Mother Lode Airport,Georgetown,US
Rolling Meadows Airfield,Sharpsburg,US
Hilltop Airport,Sidney,US
Patterson Field,Emmett,US
Judd Farms Airport,Lostant,US
Homestead Airport,Columbia City,US
Socks Flyers Airport,California,US
Sawyer Field,Mason,US
Wetenkamp Airport,Tintah,US
Rollert Farm Airport,Smithville,US
Craik Airport,Trout Creek,US
Larry F Warren Field,Efland,US
Fox Airport,Magnolia,US
Smith Airpark,Hinton,US
Sunrise Valley Ranch Lodge Airport,Prineville,US
Stateline Airport,Hookstown,US
Hannah Rhea Field,Walterboro,US
Lockett Airport,Vernon,US
Rhynalds Ranch Airport,Remington,US
Mac Kenzie Country Airpark,Point Mackenzie,US
Blair Lake Airport,Fairbanks /Ft Wainwright/,US
Clear Creek Airport,Fairbanks /Ft Wainwright/,US
Bootleggers Cove Airport,Homer,US
Johnstone Point Airport,Hinchinbrook,US
Hog River Airport,Hogatza,US
Helio Airport,Big Lake,US
Icy Cape Afs Airport,Icy Cape,US
Independence Creek Airport,Independence Creek,US
Collier Airpark,Magnolia Springs,US
Emerald Mountain Airport,Wetumpka,US
Tranquility Base Airport,Springville,US
Flying H Ranch Airport,Fort Payne,US
Dale O Galer Aerodrome,Irvington,US
Mount Aero Lake Farm Airport,Hanceville,US
Finkley Farm Airport,Phenix City,US
Bully Henry Airport,Lonoke,US
Etna Airport,Ozark,US
Mc Crory/Morton Airport,Mc Crory,US
Head Airfield,Prescott,US
Hickman Airport,Black Oak,US
Indian Hills Airpark,Salome,US
Millar Airport,Maricopa,US
Ethnos Air Airport,Mcneal,US
Cones Field,Twentynine Palms,US
Blackinton Airport,Valley Center,US
B & E Ranch Airport,Yucca Valley,US
Bijou Springs Ranch Airport,Peyton,US
West Divide Airport,Silt,US
Yukon Airport,Elizabeth,US
Kellogg Airstrip,Laporte,US
Brownsville Airpark,Brownsville,US
Longbell Ranch Airport,Tennant,US
Mustang Airport,Galt,US
Tenaja Valley Airport,Murrieta,US
Wonderful Pistachios & Almonds Airport,Lost Hills,US
Lake Arrowhead Airport,Lake Arrowhead,US
Las Arenas Earth And Sky Observatory Airport,Alamosa,US
Jackrabbit Strip,Milliken,US
Gunnison River Farms Airport,Austin,US
Willaview Airport,Farmington,US
Hrupsa Airport,Felton,US
Murphy's Landing Airport,Milford,US
Sawgrass Airport,Ormond Beach,US
Monroe Airpark,Belleview,US
Long Branch Farms Airport,Baker,US
Thunderbird Airpark,Crescent City,US
Central Florida Airpark,Coleman,US
Frontier Airport,Hastings,US
Mount Olive Farm Airport,Lamont,US
Lazyboy Airport,Branford,US
Hobby Hill Airport,Weirsdale,US
Marjorie Kennan Rawlings Airport,Island Grove,US
Tully Rv Airpark,Oak Hill,US
Crystal Village Airport,Wausau,US
Folsom Airport,Cypress,US
Kennedy Intranational Airport,Newborn,US
Poole Farm Airport,Oxford,US
Swaids Field,Springfield,US
Windrift Aerodrome,Concord,US
Aubrey's Airpark,Statesboro,US
Shannon Flight Strip,Shannon,US
Lenora Airport,Snellville,US
Andy Fields Airport,Newnan,US
Jungmanns Landing Airport,Adel,US
South 80 Field,Crystal Lake,US
Linda's Roost Airport,Mackay,US
Josephine Ranch Airport,Triangle,US
Splan Airport,Mccall,US
Lemons Field,Fruitland,US
Indian Hills Flying Field,Kokomo,US
Stottlemyer Airport,Frankton,US
Baird-Wolford Airport,Tipton,US
Woodley North Airport,Shannon,US
Mc Cartney Airport,Durand,US
Watters Airport,Dwight,US
Ben Emge Airport,Belleville,US
Meadow Creek Airport,Monee,US
Skip's Place Airport,Ossian,US
Gerig's Field,Roanoke,US
Tatertown Airport,Medaryville,US
Scott Field,Argos,US
Galloway Airport,Noblesville,US
Jackson Field,Elmira,US
Pontiac Flying/Cooksville Airport,Cooksville,US
Stuber Flying Ranch Airport,Severy,US
Edwards Grass Strip,Fowler,US
Mahoney Farm Airport,Dorrance,US
Flying H Airport,Seneca,US
Vonada Airport,Sylvan Grove,US
Starshire Farm Airport,Topeka,US
Eubank Field,Fountain Run,US
Skyfall Airport,Scottsville,US
Oz Airport,Elizabethtown,US
Womstead Field,Olive Hill,US
Central Industries Airport,Intracoastal City,US
Baham Airstrip,Opelousas,US
Bunkie Flying Service Airport,Bunkie,US
Reed Airfield,Iota,US
Howell 1 Airport,Jackson,US
Costello Airport,Oak Grove,US
Fokker Field,Bush,US
Weihler Airport,Sherrard,US
Miller Airport,Lincoln,US
Adams Number 2 Airport,Pontiac,US
Majors Airpark,Melville,US
Recompense Farm Airport,Clements,US
Ennis Aerodrome,Salisbury,US
Cherry Field,Lexington Park,US
Greater Gortner Airport,Oakland,US
Heartstone Farm Airport,Charleston,US
Somers Lane Airport,Ashley,US
Somerville Airport,Ada,US
The Farm Airport,Whittemore,US
Cackleberry Airport,Dexter,US
Capen Airport,Mecosta,US
Pribbs Field,East Grand Forks,US
Dreamcatcher Airport,Jacobson,US
Cornfield Canyon Airport,Blue Earth,US
Van Normans Airport,St Charles,US
Fussy Airport,North Prairie,US
Med-City Aviation Airport,Rochester,US
Fletcher Field,Centerview,US
Bird Field,Willard,US
Northwood Airport,Holt,US
Breckenridge Airport,Rockville,US
